Time,CPU Freq,CPU Usage,Free Mem (Bytes),Total Mem (Bytes),Used Mem (Bytes)
Mon Mar 02 18:35:54 GMT 2015,26000,0.0,1491132416,8589934592,7098802176
Mon Mar 02 18:35:56 GMT 2015,26000,9.500003,1483997184,8589934592,7105937408
