Time,CPU Freq,CPU Usage,Free Mem (Bytes),Total Mem (Bytes),Used Mem (Bytes)
Mon Mar 02 19:14:51 GMT 2015,26000,0.0,1439260672,8589934592,7150673920
Mon Mar 02 19:14:53 GMT 2015,26000,36.215538,1328463872,8589934592,7261470720
