Time,CPU Freq,CPU Usage,Free Mem (Bytes),Total Mem (Bytes),Used Mem (Bytes)
Thu Mar 05 17:58:56 GMT 2015,26000,4.331684,2629951488,8589934592,5959983104
Thu Mar 05 17:58:58 GMT 2015,26000,3.7313461,2630160384,8589934592,5959774208
Thu Mar 05 17:59:00 GMT 2015,26000,4.5848846,2629824512,8589934592,5960110080
Thu Mar 05 17:59:02 GMT 2015,26000,4.0942907,2630262784,8589934592,5959671808
Thu Mar 05 17:59:04 GMT 2015,26000,3.9653063,2629840896,8589934592,5960093696
Thu Mar 05 17:59:06 GMT 2015,26000,3.9653063,2630021120,8589934592,5959913472
Thu Mar 05 17:59:08 GMT 2015,26000,3.8413882,2629455872,8589934592,5960478720
Thu Mar 05 17:59:10 GMT 2015,26000,4.5848846,2629115904,8589934592,5960818688
Thu Mar 05 17:59:12 GMT 2015,26000,4.089218,2630680576,8589934592,5959254016
Thu Mar 05 17:59:14 GMT 2015,26000,4.7146378,2629414912,8589934592,5960519680
Thu Mar 05 17:59:16 GMT 2015,26000,4.4499397,2630955008,8589934592,5958979584
Thu Mar 05 17:59:18 GMT 2015,26000,4.455447,2629578752,8589934592,5960355840
Thu Mar 05 17:59:21 GMT 2015,26000,3.850931,2628947968,8589934592,5960986624
Thu Mar 05 17:59:23 GMT 2015,26000,3.8318932,2630164480,8589934592,5959770112
Thu Mar 05 17:59:25 GMT 2015,26000,4.099381,2629533696,8589934592,5960400896
Thu Mar 05 17:59:27 GMT 2015,26000,4.207921,2629054464,8589934592,5960880128
Thu Mar 05 17:59:29 GMT 2015,26000,3.9653063,2628468736,8589934592,5961465856
Thu Mar 05 17:59:31 GMT 2015,26000,3.8557231,2628874240,8589934592,5961060352
Thu Mar 05 17:59:33 GMT 2015,26000,4.1975317,2629283840,8589934592,5960650752
Thu Mar 05 17:59:35 GMT 2015,26000,3.7174702,2629804032,8589934592,5960130560
Thu Mar 05 17:59:37 GMT 2015,26000,3.9702237,2629197824,8589934592,5960736768
Thu Mar 05 17:59:39 GMT 2015,26000,3.9603949,2629591040,8589934592,5960343552
Thu Mar 05 17:59:41 GMT 2015,26000,4.207921,2628947968,8589934592,5960986624
Thu Mar 05 17:59:43 GMT 2015,26000,3.8557231,2629476352,8589934592,5960458240
Thu Mar 05 17:59:45 GMT 2015,26000,4.1923523,2629881856,8589934592,5960052736
Thu Mar 05 17:59:47 GMT 2015,26000,3.9801002,2629324800,8589934592,5960609792
Thu Mar 05 17:59:49 GMT 2015,26000,4.3156624,2628726784,8589934592,5961207808
Thu Mar 05 17:59:51 GMT 2015,26000,3.726709,2628071424,8589934592,5961863168
Thu Mar 05 17:59:53 GMT 2015,26000,4.2131367,2627665920,8589934592,5962268672
Thu Mar 05 17:59:55 GMT 2015,26000,3.8413882,2627866624,8589934592,5962067968
Thu Mar 05 17:59:57 GMT 2015,26000,4.084158,2627239936,8589934592,5962694656
Thu Mar 05 17:59:59 GMT 2015,26000,3.8461566,2627657728,8589934592,5962276864
Thu Mar 05 18:00:01 GMT 2015,26000,4.331684,2627506176,8589934592,5962428416
Thu Mar 05 18:00:03 GMT 2015,26000,4.104477,2628149248,8589934592,5961785344
Thu Mar 05 18:00:05 GMT 2015,26000,3.9555013,2627284992,8589934592,5962649600
Thu Mar 05 18:00:07 GMT 2015,26000,3.8413882,2627674112,8589934592,5962260480
Thu Mar 05 18:00:09 GMT 2015,26000,4.3370485,2628378624,8589934592,5961555968
Thu Mar 05 18:00:11 GMT 2015,26000,3.345722,2628608000,8589934592,5961326592
Thu Mar 05 18:00:13 GMT 2015,26000,4.099381,2628014080,8589934592,5961920512
Thu Mar 05 18:00:15 GMT 2015,26000,3.726709,2627358720,8589934592,5962575872
Thu Mar 05 18:00:17 GMT 2015,26000,4.202718,2628075520,8589934592,5961859072
Thu Mar 05 18:00:19 GMT 2015,26000,3.9653063,2628288512,8589934592,5961646080
Thu Mar 05 18:00:21 GMT 2015,26000,3.6069632,2627629056,8589934592,5962305536
Thu Mar 05 18:00:23 GMT 2015,26000,3.9850533,2628059136,8589934592,5961875456
Thu Mar 05 18:00:25 GMT 2015,26000,4.3263316,2627584000,8589934592,5962350592
Thu Mar 05 18:00:27 GMT 2015,26000,3.975153,2628038656,8589934592,5961895936
Thu Mar 05 18:00:29 GMT 2015,26000,4.074073,2628452352,8589934592,5961482240
Thu Mar 05 18:00:31 GMT 2015,26000,4.207921,2627911680,8589934592,5962022912
Thu Mar 05 18:00:33 GMT 2015,26000,3.3749998,2627248128,8589934592,5962686464
Thu Mar 05 18:00:35 GMT 2015,26000,4.347825,2626945024,8589934592,5962989568
Thu Mar 05 18:00:37 GMT 2015,26000,3.9555013,2627223552,8589934592,5962711040
Thu Mar 05 18:00:39 GMT 2015,26000,3.726709,2627633152,8589934592,5962301440
Thu Mar 05 18:00:41 GMT 2015,26000,4.089218,2626265088,8589934592,5963669504
Thu Mar 05 18:00:43 GMT 2015,26000,3.7313461,2626449408,8589934592,5963485184
Thu Mar 05 18:00:45 GMT 2015,26000,4.472047,2626265088,8589934592,5963669504
Thu Mar 05 18:00:47 GMT 2015,26000,3.9603949,2626662400,8589934592,5963272192
Thu Mar 05 18:00:49 GMT 2015,26000,4.4609666,2627358720,8589934592,5962575872
Thu Mar 05 18:00:51 GMT 2015,26000,3.7174702,2627522560,8589934592,5962412032
Thu Mar 05 18:00:53 GMT 2015,26000,3.9900243,2628046848,8589934592,5961887744
Thu Mar 05 18:00:55 GMT 2015,26000,4.1095915,2628460544,8589934592,5961474048
Thu Mar 05 18:00:57 GMT 2015,26000,3.9603949,2626801664,8589934592,5963132928
Thu Mar 05 18:00:59 GMT 2015,26000,4.104477,2627330048,8589934592,5962604544
Thu Mar 05 18:01:01 GMT 2015,26000,3.975153,2626777088,8589934592,5963157504
Thu Mar 05 18:01:03 GMT 2015,26000,4.218364,2627227648,8589934592,5962706944
Thu Mar 05 18:01:05 GMT 2015,26000,3.8366318,2626560000,8589934592,5963374592
Thu Mar 05 18:01:07 GMT 2015,26000,3.9603949,2626969600,8589934592,5962964992
Thu Mar 05 18:01:09 GMT 2015,26000,3.8461566,2626322432,8589934592,5963612160
Thu Mar 05 18:01:11 GMT 2015,26000,3.8413882,2625777664,8589934592,5964156928
Thu Mar 05 18:01:13 GMT 2015,26000,3.850931,2626207744,8589934592,5963726848
Thu Mar 05 18:01:15 GMT 2015,26000,4.7087965,2626752512,8589934592,5963182080
Thu Mar 05 18:01:17 GMT 2015,26000,4.3370485,2627399680,8589934592,5962534912
Thu Mar 05 18:01:19 GMT 2015,26000,3.9555013,2627612672,8589934592,5962321920
