Fri Feb 27 20:38:17 GMT 2015,26000,0.0,256004096,8589934592,8333930496
Fri Feb 27 20:38:19 GMT 2015,26000,44.527363,159588352,8589934592,8430346240
Fri Feb 27 20:38:21 GMT 2015,26000,23.880594,66265088,8589934592,8523669504
Fri Feb 27 20:38:23 GMT 2015,26000,23.16314,61067264,8589934592,8528867328
Fri Feb 27 20:38:25 GMT 2015,26000,17.018635,158511104,8589934592,8431423488
Fri Feb 27 20:38:27 GMT 2015,26000,16.129034,157851648,8589934592,8432082944
Fri Feb 27 20:38:29 GMT 2015,26000,10.945272,157650944,8589934592,8432283648
Fri Feb 27 20:38:31 GMT 2015,26000,7.434946,157192192,8589934592,8432742400
Fri Feb 27 20:38:33 GMT 2015,26000,10.186333,157233152,8589934592,8432701440
Fri Feb 27 20:38:35 GMT 2015,26000,19.676214,156446720,8589934592,8433487872
Fri Feb 27 20:38:37 GMT 2015,26000,19.503105,151949312,8589934592,8437985280
Fri Feb 27 20:38:39 GMT 2015,26000,10.611736,151789568,8589934592,8438145024
Fri Feb 27 20:38:41 GMT 2015,26000,4.844719,151379968,8589934592,8438554624
Fri Feb 27 20:38:43 GMT 2015,26000,8.198756,150142976,8589934592,8439791616
Fri Feb 27 20:38:45 GMT 2015,26000,7.701862,150659072,8589934592,8439275520
Fri Feb 27 20:38:47 GMT 2015,26000,4.726368,151097344,8589934592,8438837248
Fri Feb 27 20:38:49 GMT 2015,26000,4.374999,151552000,8589934592,8438382592
Fri Feb 27 20:38:51 GMT 2015,26000,7.07196,152055808,8589934592,8437878784
Fri Feb 27 20:38:53 GMT 2015,26000,5.4590583,152399872,8589934592,8437534720
Fri Feb 27 20:38:55 GMT 2015,26000,4.228854,150605824,8589934592,8439328768
Fri Feb 27 20:38:57 GMT 2015,26000,6.82382,150036480,8589934592,8439898112
Fri Feb 27 20:38:59 GMT 2015,26000,7.596511,165011456,8589934592,8424923136
Fri Feb 27 20:39:01 GMT 2015,26000,7.32919,164495360,8589934592,8425439232
Fri Feb 27 20:39:03 GMT 2015,26000,7.6059875,164851712,8589934592,8425082880
Fri Feb 27 20:39:05 GMT 2015,26000,7.196027,164114432,8589934592,8425820160
Fri Feb 27 20:39:07 GMT 2015,26000,6.0869575,164605952,8589934592,8425328640
Fri Feb 27 20:39:09 GMT 2015,26000,8.322984,163999744,8589934592,8425934848
Fri Feb 27 20:39:11 GMT 2015,26000,9.962643,164491264,8589934592,8425443328
Fri Feb 27 20:39:13 GMT 2015,26000,9.440994,163794944,8589934592,8426139648
Fri Feb 27 20:39:15 GMT 2015,26000,12.313432,163405824,8589934592,8426528768
Fri Feb 27 20:39:17 GMT 2015,26000,7.3201,163971072,8589934592,8425963520
Fri Feb 27 20:39:19 GMT 2015,26000,5.7213902,161460224,8589934592,8428474368
Fri Feb 27 20:39:21 GMT 2015,26000,4.5962753,159854592,8589934592,8430080000
Fri Feb 27 20:39:23 GMT 2015,26000,12.313432,157134848,8589934592,8432799744
Fri Feb 27 20:39:25 GMT 2015,26000,11.055899,155426816,8589934592,8434507776
Fri Feb 27 20:39:27 GMT 2015,26000,8.571428,155795456,8589934592,8434139136
Fri Feb 27 20:39:29 GMT 2015,26000,5.4658413,153223168,8589934592,8436711424
Fri Feb 27 20:39:31 GMT 2015,26000,7.0807457,152518656,8589934592,8437415936
Fri Feb 27 20:39:33 GMT 2015,26000,11.567163,152334336,8589934592,8437600256
Fri Feb 27 20:39:35 GMT 2015,26000,4.9751225,151642112,8589934592,8438292480
Fri Feb 27 20:39:37 GMT 2015,26000,4.850745,152113152,8589934592,8437821440
Fri Feb 27 20:39:39 GMT 2015,26000,4.832715,152571904,8589934592,8437362688
Fri Feb 27 20:39:41 GMT 2015,26000,4.5848846,152989696,8589934592,8436944896
Fri Feb 27 20:39:43 GMT 2015,26000,4.234123,153309184,8589934592,8436625408
Fri Feb 27 20:39:45 GMT 2015,26000,10.696518,152715264,8589934592,8437219328
Fri Feb 27 20:39:47 GMT 2015,26000,9.677422,153198592,8589934592,8436736000
Fri Feb 27 20:39:49 GMT 2015,26000,5.080545,153800704,8589934592,8436133888
Fri Feb 27 20:39:51 GMT 2015,26000,4.856789,151994368,8589934592,8437940224
Fri Feb 27 20:39:53 GMT 2015,26000,5.583125,151465984,8589934592,8438468608
Fri Feb 27 20:39:55 GMT 2015,26000,11.235952,151977984,8589934592,8437956608
