Fri Feb 27 20:33:56 GMT 2015,26000,0.0,248430592,8589934592,8341504000
Fri Feb 27 20:33:58 GMT 2015,26000,36.149067,255037440,8589934592,8334897152
Fri Feb 27 20:34:00 GMT 2015,26000,9.577113,259141632,8589934592,8330792960
Fri Feb 27 20:34:02 GMT 2015,26000,10.087174,258310144,8589934592,8331624448
Fri Feb 27 20:34:04 GMT 2015,26000,3.7174702,258523136,8589934592,8331411456
Fri Feb 27 20:34:06 GMT 2015,26000,4.234123,256331776,8589934592,8333602816
Fri Feb 27 20:34:08 GMT 2015,26000,13.416147,257642496,8589934592,8332292096
Fri Feb 27 20:34:10 GMT 2015,26000,6.583852,258428928,8589934592,8331505664
Fri Feb 27 20:34:12 GMT 2015,26000,23.29616,256598016,8589934592,8333336576
Fri Feb 27 20:34:14 GMT 2015,26000,8.478803,256507904,8589934592,8333426688
Fri Feb 27 20:34:16 GMT 2015,26000,9.181142,257413120,8589934592,8332521472
Fri Feb 27 20:34:18 GMT 2015,26000,8.343708,257388544,8589934592,8332546048
Fri Feb 27 20:34:20 GMT 2015,26000,24.689823,160849920,8589934592,8429084672
Fri Feb 27 20:34:22 GMT 2015,26000,9.529704,156545024,8589934592,8433389568
Fri Feb 27 20:34:24 GMT 2015,26000,8.706469,149983232,8589934592,8439951360
Fri Feb 27 20:34:26 GMT 2015,26000,8.468246,145096704,8589934592,8444837888
Fri Feb 27 20:34:28 GMT 2015,26000,4.844719,145653760,8589934592,8444280832
Fri Feb 27 20:34:30 GMT 2015,26000,4.4776144,146235392,8589934592,8443699200
Fri Feb 27 20:34:32 GMT 2015,26000,15.080345,144564224,8589934592,8445370368
Fri Feb 27 20:34:34 GMT 2015,26000,7.8455806,144867328,8589934592,8445067264
Fri Feb 27 20:34:36 GMT 2015,26000,6.592041,145113088,8589934592,8444821504
Fri Feb 27 20:34:38 GMT 2015,26000,10.794044,144887808,8589934592,8445046784
Fri Feb 27 20:34:40 GMT 2015,26000,14.427858,247701504,8589934592,8342233088
